sra,PHA00201,PHA00428,PHA00452,PHA00653,PHA00664,PHA00667,PHA00684,PHA00727,PHA00735,PHA00821,PHA01547,PHA01808,PHA02030,PHA02031,PHA02100,PHA02123,PHA02447,PHA02529,PHA02539,PHA02541,PHA02550,PHA02553,PHA02555,PHA02566,PHA02572,PHA02582,PHA02584,PHA02587,PHA02607,PHA02613,PHA02616,PHA02664,PHA02674,PHA02685,PHA02693,PHA02701,PHA02774,PHA02776,PHA02778,PHA02779,PHA02952,PHA03067,PHA03095,PHA03111,PHA03124,PHA03127,PHA03133,PHA03134,PHA03140,PHA03144,PHA03145,PHA03146,PHA03162,PHA03173,PHA03178,PHA03179,PHA03225,PHA03230,PHA03231,PHA03232,PHA03233,PHA03242,PHA03246,PHA03247,PHA03248,PHA03252,PHA03261,PHA03263,PHA03264,PHA03270,PHA03273,PHA03275,PHA03292,PHA03293,PHA03294,PHA03302,PHA03307,PHA03309,PHA03311,PHA03321,PHA03323,PHA03325,PHA03326,PHA03332,PHA03333,PHA03342,PHA03343,PHA03344,PHA03346,PHA03348,PHA03349,PHA03352,PHA03359,PHA03362,PHA03366,PHA03367,PHA03368,PHA03369,PHA03375,PHA03380,PHA03381,PHA03384,PHA03385,PHA03387,PHA03392,PHA03393,PHA03394,PHA03399,PHA03414,PHA03415,TIGR04198,TIGR04233,TIGR04236,cd00205,cd15464,pfam00429,pfam00506,pfam00513,pfam00729,pfam00747,pfam00761,pfam00844,pfam00915,pfam00971,pfam01001,pfam01065,pfam01366,pfam01443,pfam01499,pfam01538,pfam01561,pfam01601,pfam01621,pfam01673,pfam01766,pfam02053,pfam02123,pfam02247,pfam02336,pfam02442,pfam02689,pfam02956,pfam02957,pfam03014,pfam03035,pfam03038,pfam03084,pfam03122,pfam03229,pfam03325,pfam03337,pfam03361,pfam03431,pfam03910,pfam03955,pfam04451,pfam04513,pfam04523,pfam04544,pfam04559,pfam04623,pfam05072,pfam05268,pfam05311,pfam05518,pfam05941,pfam06016,pfam06070,pfam06088,pfam06126,pfam06284,pfam07124,pfam07134,pfam08710,pfam08949,pfam09018,pfam09408,pfam11053,pfam11091,pfam11590,pfam11602,pfam12259,pfam12526,pfam12601
ERR1662261,5,0,18,4,0,4,18,58,16,4,0,5,4,0,18,0,64,12,0,4,20,0,2,4,10,16,4,0,0,0,6,56,32,0,0,0,2,2,0,0,16,2,0,0,0,0,4,0,16,54,32,0,2,0,40,6,4,0,24,11,18,3,0,42,57,0,0,16,6,2,0,0,0,28,9,0,464,21,126,0,0,0,4,0,0,4,44,0,0,2,0,2,36,34,0,25,2,0,20,12,0,0,144,10,0,20,0,0,14,0,0,2,0,0,0,0,8,0,0,4,3,3,6,0,2,0,0,10,18,0,0,0,0,0,0,0,0,7,0,0,32,3,0,20,18,0,0,0,0,30,0,0,0,24,12,10,50,0,0,41,26,0,147,0,0,2,39,2,0,0,30,10,12,0,30,6,0,8,0,4,0,0,0,0
ERR1662313,2,0,2,0,4,0,4,22,4,4,0,0,0,0,0,0,16,2,0,0,4,0,0,0,20,7,2,0,0,9,0,8,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,4,16,4,0,0,4,10,2,4,0,4,2,4,0,0,4,6,0,0,2,2,0,0,0,0,2,2,0,139,0,10,0,0,0,0,0,0,0,14,0,2,0,0,2,13,18,0,2,0,0,4,0,0,0,28,8,0,7,0,0,14,0,0,4,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,6,0,0,3,0,0,0,6,8,6,5,0,2,8,0,0,18,0,0,0,8,0,0,0,12,2,0,0,3,3,0,0,3,0,0,0,0,0
ERR1662317,4,0,0,4,0,0,3,6,2,0,0,0,7,0,0,0,8,5,0,0,4,0,0,0,10,7,5,0,0,9,8,6,4,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,4,5,4,0,0,2,6,2,2,0,2,2,2,0,0,8,6,0,0,6,2,0,0,0,0,2,0,0,115,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,13,20,0,2,0,0,2,2,0,0,12,2,0,4,0,0,28,0,0,4,0,0,0,3,0,2,0,8,0,3,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,20,0,0,6,0,0,3,0,0,0,3,4,5,5,0,2,7,2,0,34,0,0,0,5,2,0,0,3,0,6,0,3,3,0,0,3,4,0,0,0,0
ERR1662324,2,0,2,0,4,0,0,18,6,0,0,0,0,0,0,0,24,5,5,0,4,0,0,2,10,22,2,0,0,9,2,3,12,0,0,0,0,0,0,0,6,2,0,0,0,0,0,2,8,17,6,0,2,0,2,2,2,0,6,2,6,0,0,4,6,0,0,0,0,0,0,0,0,4,9,0,128,0,9,0,0,0,0,0,0,0,10,0,2,0,0,2,3,12,0,2,0,0,6,4,0,0,34,10,0,7,0,0,28,0,0,2,0,0,0,3,0,0,0,4,0,0,5,4,0,0,0,2,0,0,6,0,0,0,0,0,0,12,3,0,0,0,0,16,0,0,6,0,0,3,0,0,0,9,8,6,5,0,2,11,0,0,25,0,0,0,8,0,0,0,9,4,0,0,3,6,0,0,3,4,0,0,0,3
ERR1662352,2,0,6,0,0,0,12,36,12,4,0,0,7,0,0,0,48,5,7,0,4,0,0,0,10,7,15,0,0,0,4,20,24,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,12,34,16,0,0,0,16,2,0,0,13,8,12,0,0,8,21,0,0,6,0,0,0,0,0,12,2,0,270,0,21,0,0,0,0,0,0,0,22,0,2,2,0,0,13,18,0,4,0,0,14,10,0,0,70,8,0,6,0,0,42,0,0,2,0,0,0,3,0,4,0,4,0,6,4,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,9,0,8,0,0,6,0,0,6,0,0,0,18,8,7,10,0,0,26,6,0,40,0,0,0,24,6,0,0,18,2,0,0,6,0,0,0,0,8,0,0,0,0
ERR1662421,6,0,0,0,0,4,8,6,2,0,0,15,7,0,3,0,8,11,0,0,4,0,2,0,10,0,5,3,4,9,2,9,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,5,10,0,2,0,8,2,2,0,4,5,2,0,0,14,8,0,0,18,0,0,0,0,0,6,0,0,151,3,7,0,2,0,0,0,0,0,8,0,0,0,0,2,4,27,0,14,0,0,2,4,0,0,16,4,0,7,0,0,14,0,0,2,0,0,0,0,2,0,0,8,0,3,2,0,0,0,0,6,2,0,0,2,0,0,0,0,0,14,0,0,0,0,0,16,3,0,3,0,0,21,0,0,0,3,0,2,35,0,0,5,6,0,83,0,0,0,9,0,0,0,3,2,0,0,21,6,0,4,3,0,0,0,0,0
ERR1662445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1662519,0,0,0,0,0,4,0,6,2,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,20,2,5,0,2,0,2,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,7,5,0,0,0,4,0,0,0,2,0,2,0,0,0,2,0,0,6,0,0,0,0,0,0,2,0,58,6,28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,2,0,0,2,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,8,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,0,0,0,4,0,0,0,0
ERR1681541,2,0,4,0,12,8,4,6,2,0,0,10,0,0,12,0,8,2,0,4,16,0,4,0,10,9,2,0,2,9,4,14,4,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,4,9,17,0,0,0,8,2,2,0,8,2,2,0,0,8,2,0,2,8,0,0,4,0,0,8,4,0,177,12,27,0,0,0,0,0,0,0,6,0,0,0,0,0,9,26,0,4,0,0,2,4,0,0,12,2,0,12,0,0,28,2,0,2,0,0,0,0,6,2,0,4,3,3,6,0,2,0,0,2,0,0,6,2,0,0,0,0,0,20,0,0,8,3,0,4,12,0,0,0,0,12,0,0,0,3,4,6,20,0,0,7,4,0,41,0,0,2,24,0,0,0,3,4,0,0,12,0,0,2,3,0,0,0,0,3
ERR1711614,100,8,88,12,44,81,147,455,128,28,0,25,67,0,57,0,520,63,15,8,120,0,6,16,240,96,96,15,14,22,74,164,260,0,6,0,0,18,0,0,129,12,12,9,26,0,28,6,136,426,173,0,10,4,146,22,10,0,176,33,134,3,4,129,233,6,6,82,10,6,8,0,0,81,32,0,2395,93,298,2,0,2,0,4,0,2,250,2,0,12,0,14,142,130,0,21,2,0,143,74,0,0,821,62,0,114,4,9,98,2,0,30,2,0,0,33,48,12,0,26,39,72,34,4,14,0,4,38,44,0,27,15,0,0,0,0,0,41,39,0,36,51,0,184,57,0,51,0,0,129,2,0,4,195,56,19,221,0,4,265,38,0,508,4,0,12,328,50,0,0,231,54,83,2,129,15,0,18,6,36,0,0,0,0
ERR1728208,31,2,34,0,16,20,28,221,62,4,0,10,11,0,3,0,248,14,20,2,58,0,2,2,10,8,23,3,2,36,12,55,124,0,3,0,0,4,0,0,62,2,6,0,2,0,12,6,68,201,79,0,6,0,48,6,2,0,78,5,65,0,6,20,95,6,4,11,8,2,4,0,0,36,9,0,1038,6,140,0,0,0,0,6,0,2,96,0,0,2,0,2,24,61,0,18,0,0,65,18,2,0,361,14,0,50,0,9,14,2,0,8,0,0,0,0,18,2,0,8,3,9,16,0,16,0,0,8,12,0,13,0,0,0,0,0,0,20,3,0,16,15,0,40,3,0,12,0,0,24,0,0,0,93,20,10,40,2,0,107,12,0,108,6,0,0,104,6,0,0,114,12,11,0,24,3,0,2,12,16,0,0,0,0
ERR1728227,55,6,28,8,12,20,98,191,52,20,0,0,47,0,6,0,208,24,11,6,56,0,6,8,70,55,53,6,12,65,28,99,104,0,6,0,0,14,0,0,53,2,3,6,10,0,8,2,58,172,76,0,8,0,82,16,8,0,72,17,57,6,2,109,100,4,10,33,0,2,4,0,0,65,22,0,1309,36,104,0,0,0,0,2,0,0,120,0,0,4,0,6,84,96,0,36,2,0,59,38,2,0,349,24,2,55,2,3,91,2,0,14,0,0,0,6,20,8,0,18,18,27,20,12,8,0,0,26,20,0,13,3,0,0,0,0,0,22,12,0,7,30,2,104,6,0,24,0,0,60,2,0,2,78,36,10,105,0,2,115,38,0,248,4,0,4,138,28,0,0,99,24,60,0,60,12,0,14,21,4,0,0,0,0
ERR1855248,0,0,2,0,0,0,7,36,12,4,0,0,0,0,0,0,48,5,0,0,0,0,0,0,0,7,2,0,4,4,0,9,24,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,12,34,21,0,0,0,4,0,0,0,14,2,12,0,0,8,24,2,0,2,0,0,0,0,0,2,4,0,217,3,19,0,0,0,0,0,0,0,18,0,0,0,0,0,5,14,0,8,0,0,12,2,0,0,72,0,0,6,0,0,14,2,0,0,0,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,18,0,0,15,0,0,22,4,0,33,2,0,0,19,2,0,0,18,4,6,0,9,0,0,4,0,0,0,0,0,0
ERR1855284,52,2,14,0,0,4,29,80,20,0,0,10,2,0,3,0,80,0,5,2,12,0,2,2,10,36,4,0,6,18,4,41,40,0,0,0,0,0,0,0,20,0,0,0,0,0,8,4,14,56,43,0,2,2,22,2,2,0,18,8,22,6,2,16,38,0,0,24,10,5,4,0,0,12,10,0,432,9,177,0,0,0,12,2,0,2,38,0,0,4,0,2,18,42,0,19,2,0,23,4,0,0,128,8,0,16,0,12,7,0,0,2,0,0,0,0,4,0,0,10,3,3,2,0,0,0,0,6,6,0,0,3,0,0,0,0,0,67,0,0,47,6,0,20,3,0,6,0,0,36,0,0,0,30,4,8,60,0,0,42,20,0,144,0,0,2,44,0,0,0,42,2,18,0,36,6,0,4,6,4,0,0,0,0
ERR1857044,60,6,66,8,24,24,94,294,88,20,0,5,22,0,33,0,352,52,11,10,88,0,2,4,40,32,42,0,6,38,38,96,176,0,8,2,0,6,0,0,88,6,0,12,12,0,16,2,92,292,116,0,16,0,94,16,6,0,112,19,91,0,6,73,150,2,8,38,8,4,12,0,0,42,28,0,1681,51,185,0,2,0,0,6,0,2,158,0,0,0,0,4,67,113,0,38,4,0,101,28,0,0,529,32,0,58,2,18,63,2,0,4,0,0,0,9,24,14,0,22,15,21,30,4,10,0,0,16,24,0,7,3,0,0,0,0,0,34,15,0,16,20,0,76,33,0,27,0,0,60,0,0,2,132,36,9,101,0,2,179,42,0,253,8,0,4,195,14,0,0,150,28,42,0,60,9,0,12,12,8,0,0,0,3
ERR1857055,66,2,46,8,24,40,67,256,72,16,0,15,27,0,21,0,288,18,12,0,61,0,2,6,40,37,38,3,10,18,24,94,144,0,9,0,2,6,0,0,72,0,6,15,4,0,4,6,72,242,103,0,20,0,76,8,4,0,93,7,84,3,4,73,128,2,8,39,4,2,0,0,0,46,20,0,1358,42,191,0,0,0,0,4,0,4,138,0,0,8,0,8,71,57,0,14,0,2,78,24,2,0,435,30,0,59,4,0,42,4,0,8,0,0,0,6,22,6,0,14,15,9,18,12,6,0,0,12,22,0,13,6,0,0,0,0,0,30,9,0,21,18,0,68,21,0,6,0,0,33,0,0,0,108,36,8,55,0,2,149,17,0,142,6,0,10,170,8,0,0,132,32,52,2,33,6,0,2,6,8,0,0,0,0
ERR1884007,28,0,2,4,4,4,11,35,10,0,0,5,16,0,3,0,40,3,0,0,16,0,0,6,10,33,18,0,8,27,4,19,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,10,30,14,0,2,0,18,10,6,0,14,6,10,0,0,27,20,0,0,20,2,3,0,0,0,19,14,0,328,6,125,0,0,0,2,0,0,2,26,0,2,12,0,0,17,31,0,12,0,0,13,14,0,0,63,12,0,22,0,0,35,0,0,4,0,0,0,6,4,0,0,8,3,0,8,0,2,0,0,8,2,0,0,2,0,0,0,0,0,18,6,2,31,15,0,16,3,0,3,0,0,9,0,0,0,15,24,2,18,2,0,23,2,0,65,0,0,2,20,4,0,0,18,6,6,0,9,3,0,4,9,0,0,0,0,0
ERR1884131,5,2,10,0,24,4,35,102,24,4,0,5,23,0,9,0,96,6,10,4,41,0,4,4,0,20,11,0,0,27,2,58,48,0,3,0,0,2,0,0,24,0,0,9,4,0,4,2,26,85,34,0,4,0,42,0,6,0,30,4,26,0,2,26,41,0,0,10,4,2,4,0,0,20,4,0,665,24,53,2,0,0,0,2,0,0,54,0,2,4,0,0,20,32,0,12,0,0,28,6,0,0,159,16,0,36,0,3,35,0,0,2,0,0,0,3,6,4,0,4,9,0,2,0,2,0,0,2,6,0,0,2,0,0,0,0,0,12,3,0,0,3,0,24,9,0,6,0,0,18,0,0,0,36,20,5,30,0,0,45,4,0,93,2,0,0,60,0,0,0,54,12,30,0,18,0,0,0,9,4,0,0,0,0
ERR1884143,59,4,38,4,28,8,46,191,42,8,0,10,36,0,18,0,168,10,21,2,72,0,6,4,10,27,32,0,6,20,12,86,84,0,6,0,0,2,0,0,42,4,0,12,0,0,0,4,46,171,63,0,8,2,76,12,12,0,58,11,42,3,2,65,109,0,6,22,4,7,8,0,2,44,15,0,1115,39,144,0,2,0,0,2,0,2,118,0,0,4,0,2,33,60,0,24,0,0,45,18,0,0,340,26,0,73,4,6,84,0,0,6,0,0,0,9,16,0,0,12,9,9,22,0,8,0,0,6,30,0,0,0,0,0,0,0,0,20,9,0,23,9,0,84,18,0,18,0,0,36,0,0,2,63,40,19,64,0,0,82,18,0,176,8,0,2,127,8,0,0,102,20,47,2,36,9,0,14,6,16,0,0,0,3
ERR1884189,14,0,30,0,0,4,25,99,18,4,0,5,29,0,6,0,72,3,5,2,32,0,2,6,40,24,13,0,2,9,0,34,36,0,0,0,0,0,0,0,18,4,0,0,0,0,4,2,22,94,34,0,14,0,24,4,6,0,20,10,20,3,0,28,52,0,0,15,0,0,0,0,0,22,11,0,533,18,59,0,0,0,0,0,0,0,64,0,2,2,0,0,16,25,0,12,0,0,22,16,0,0,154,14,0,41,2,3,28,0,0,2,0,0,0,3,2,2,0,4,15,6,10,0,2,0,2,4,16,0,7,0,0,0,0,0,0,4,3,0,8,6,0,36,6,0,18,0,0,18,0,0,0,27,20,5,33,0,0,40,6,0,82,0,0,2,56,8,0,0,54,12,24,0,18,0,0,6,3,8,0,0,0,0
ERR1912998,52,8,64,4,20,28,99,429,128,20,0,10,23,0,24,0,512,19,6,2,125,2,11,16,40,89,29,0,10,42,24,115,256,0,6,0,0,0,0,0,128,4,6,15,8,0,24,2,144,407,152,0,16,0,100,18,8,0,142,16,133,3,2,101,269,2,10,24,6,3,12,0,0,40,19,0,2220,51,229,2,0,0,0,2,0,8,232,0,0,6,0,10,54,89,2,38,0,0,144,18,0,0,812,50,0,122,2,9,84,4,0,8,0,0,0,9,14,10,0,10,27,12,26,8,18,0,0,14,60,0,21,0,0,0,2,0,0,16,15,0,8,12,0,104,24,0,51,0,0,42,0,0,6,192,44,8,70,0,2,232,24,0,197,12,0,4,241,22,0,0,219,26,59,2,42,21,0,4,12,8,0,0,0,12
ERR1914328,45,0,18,4,12,4,36,64,18,8,0,0,4,0,6,0,72,6,12,4,12,2,0,2,20,15,15,0,0,0,8,40,36,0,0,0,0,2,0,0,18,0,3,3,2,0,4,0,22,74,24,0,10,0,28,0,0,0,28,4,18,0,0,19,36,2,2,16,6,0,0,0,0,23,4,0,542,9,63,0,0,0,0,0,0,0,42,0,0,2,0,0,34,50,0,10,0,0,29,18,0,0,111,12,0,14,0,0,14,0,0,2,0,0,0,3,10,4,0,10,3,15,6,0,0,0,0,4,8,0,0,4,0,0,0,0,0,24,3,0,8,9,0,28,6,0,3,0,0,21,0,0,0,27,12,6,35,0,0,54,0,0,79,2,0,2,54,12,0,0,33,8,6,0,21,3,0,0,0,8,0,0,0,0
ERR1914387,0,0,4,4,0,8,30,45,10,8,0,0,17,0,0,0,40,6,0,0,16,0,0,0,10,0,4,0,0,0,2,8,20,0,0,0,0,0,0,0,10,2,3,0,0,0,0,0,10,36,12,0,0,0,10,6,0,0,12,2,10,0,2,20,19,0,0,17,2,3,0,0,0,6,5,0,252,6,25,0,0,0,0,2,0,2,30,0,0,2,0,0,15,30,0,14,0,0,13,2,0,0,70,6,0,11,0,0,0,0,0,6,0,0,0,0,2,2,0,8,3,3,10,0,6,0,0,2,4,0,7,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,0,0,24,0,0,0,15,8,4,40,0,0,25,2,0,75,0,0,2,27,2,0,0,24,8,17,0,24,3,0,0,0,4,0,0,0,0
ERR1914437,5,0,2,4,0,4,7,35,10,8,0,0,0,0,3,2,40,6,11,0,8,0,0,2,20,10,6,0,0,18,2,9,20,0,3,0,0,0,0,0,10,0,3,0,0,0,0,0,10,31,12,0,4,0,12,2,0,0,12,4,12,0,2,10,19,0,0,8,2,0,0,0,0,8,2,0,214,6,19,0,0,0,2,2,0,0,14,0,0,0,0,0,6,18,0,6,0,0,11,6,0,0,58,0,0,5,0,0,0,0,0,6,0,0,0,3,2,4,0,4,0,6,2,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,0,12,0,0,0,15,0,2,20,0,0,19,2,0,59,0,0,0,17,4,0,0,18,6,11,0,12,0,0,0,6,0,0,0,0,3
ERR1914439,0,0,8,0,0,4,16,70,20,4,0,0,16,0,3,0,80,6,0,0,20,0,2,2,20,8,13,0,0,9,12,18,40,0,0,0,0,0,0,0,20,0,3,6,2,0,0,4,22,65,26,0,4,0,18,4,0,0,22,0,22,0,6,14,30,0,0,11,2,2,0,0,0,11,5,0,401,3,41,0,0,0,2,6,0,0,32,0,0,2,0,0,11,23,0,4,0,0,24,4,0,0,113,6,0,16,0,3,14,0,0,4,0,0,0,3,2,6,0,6,0,9,6,0,4,0,2,10,4,0,7,0,0,0,0,0,0,0,3,0,0,0,0,24,3,0,9,0,0,6,0,0,0,30,8,4,10,2,2,39,0,0,40,0,0,0,42,2,0,0,36,14,0,0,6,0,0,2,3,0,0,0,0,3
ERR1914470,5,0,4,12,12,4,15,58,16,0,0,5,7,0,3,0,64,15,0,0,4,0,2,2,0,22,2,0,2,0,6,12,32,0,0,0,0,0,0,0,16,2,0,0,2,0,0,0,18,48,21,0,4,0,14,4,2,0,18,6,17,0,8,11,33,0,0,17,0,4,0,0,0,4,5,0,338,6,26,0,0,0,0,8,0,2,28,0,0,2,0,0,13,36,0,14,0,0,19,4,0,0,102,0,0,7,0,3,7,0,0,2,0,0,0,0,2,0,0,4,0,3,4,0,0,0,0,10,8,0,13,2,0,0,0,0,0,0,0,0,0,0,0,16,3,0,3,0,0,27,0,0,0,24,0,3,45,0,0,36,4,0,105,4,0,2,30,2,0,0,30,8,11,0,27,0,0,0,0,4,0,0,0,0
ERR1916303,24,0,12,4,0,4,22,65,20,4,0,5,12,2,0,0,80,12,0,2,2,0,0,0,0,0,5,0,0,0,4,31,40,0,0,0,0,0,0,0,21,0,0,0,4,0,4,2,22,65,28,0,2,0,18,4,0,0,20,2,21,0,2,18,31,0,0,13,0,2,4,0,0,6,0,0,381,6,33,0,0,0,2,2,0,0,32,0,0,0,0,0,17,22,0,6,0,0,25,4,0,0,119,8,0,14,0,3,14,0,0,2,0,0,0,3,0,2,0,4,6,3,6,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,6,0,12,0,0,6,0,0,12,2,0,0,30,12,0,20,0,0,46,8,0,58,0,0,0,43,0,0,0,33,10,17,0,12,0,0,0,0,4,0,0,0,0
ERR1916343,0,0,2,0,0,4,15,41,12,4,0,5,9,0,3,0,48,6,0,0,8,0,0,2,10,15,3,0,0,9,8,14,24,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,12,34,14,0,2,0,6,4,0,0,12,4,12,0,6,11,22,0,0,11,0,2,0,0,0,6,4,0,244,6,26,0,0,0,0,6,0,0,22,0,0,0,0,4,11,36,0,10,0,2,14,4,0,0,76,2,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,3,0,0,24,0,0,0,18,4,7,40,0,0,27,4,0,83,0,0,0,18,2,0,0,21,6,11,0,24,6,0,0,3,4,0,0,0,0
ERR1953064,0,0,2,0,0,0,0,18,6,0,0,10,0,0,3,0,24,0,5,0,0,0,0,0,20,0,2,0,0,0,2,2,12,0,3,0,0,0,0,0,6,0,0,3,2,0,0,0,6,17,6,0,0,0,0,0,0,0,8,0,6,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,90,3,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,6,4,0,0,36,6,0,8,0,0,0,0,0,2,0,0,0,0,2,2,0,2,3,3,0,4,0,0,0,2,0,0,0,3,0,0,0,0,0,3,3,0,0,6,0,8,3,0,3,0,0,6,0,0,0,9,12,0,10,0,0,9,2,0,18,0,0,0,10,2,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0
ERR1953070,0,0,0,0,0,4,0,12,4,0,0,0,2,0,0,0,16,3,0,2,8,0,2,0,0,0,5,0,2,9,4,3,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,4,0,0,0,2,0,0,0,4,2,4,0,0,3,4,0,0,2,0,0,4,0,0,4,0,0,46,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,2,6,0,0,0,0,4,2,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,6,2,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,0,2,3,0,0,0,0,0
ERR1953131,0,0,0,0,0,8,4,18,6,0,0,0,9,0,0,0,24,9,0,2,12,0,0,2,0,8,5,0,2,9,4,6,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,15,6,0,0,0,6,0,0,0,6,2,6,0,0,6,12,0,0,4,0,0,4,0,0,6,0,0,90,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,4,10,0,0,0,0,6,2,0,0,38,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,9,0,0,0,9,4,0,15,0,0,9,2,0,38,2,0,0,8,0,0,0,9,0,0,0,9,0,0,0,3,0,0,0,0,0
ERR1953191,0,0,2,0,0,0,11,24,8,4,0,0,0,0,3,0,32,8,0,2,8,2,0,0,0,0,7,0,0,2,6,2,16,0,3,0,0,0,0,0,8,0,0,0,0,0,4,0,8,23,8,0,0,0,0,2,0,0,10,4,8,0,0,4,8,0,2,2,0,0,0,0,0,8,0,0,94,6,11,0,0,0,0,0,0,0,10,0,0,0,0,0,5,6,0,2,2,0,10,8,0,0,40,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,3,0,0,6,0,0,2,12,0,0,10,0,2,16,4,0,23,0,0,0,10,0,0,0,12,2,6,0,6,0,0,0,0,0,0,0,0,0
ERR1956823,10,0,8,0,0,0,14,18,6,0,0,0,0,0,0,0,24,0,0,2,4,0,0,0,0,2,0,0,0,0,0,23,12,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,6,21,18,0,0,0,14,2,0,0,10,8,8,3,0,9,19,0,0,6,10,0,0,0,0,6,2,0,128,3,90,0,0,0,2,0,0,2,12,0,0,0,0,0,19,6,0,11,2,0,11,2,0,0,42,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,8,0,0,24,0,0,8,0,0,0,0,0,9,0,0,0,9,0,2,15,0,0,24,8,0,58,0,0,2,20,0,0,0,9,0,12,0,9,0,0,0,0,0,0,0,0,0
ERR1987850,10,0,8,0,0,0,13,59,18,0,0,0,0,0,0,0,72,0,0,2,8,0,0,4,0,16,0,0,0,0,0,22,36,0,0,0,0,0,0,0,18,0,0,0,0,0,4,0,12,35,51,0,0,2,16,4,0,0,16,4,18,3,0,15,34,0,0,13,10,4,0,0,0,4,8,0,194,6,142,0,0,0,8,0,0,2,16,0,0,4,0,0,11,20,0,18,2,0,19,0,0,0,110,2,0,6,0,0,0,0,0,2,0,0,0,0,4,0,0,4,0,0,2,0,0,0,0,4,6,0,0,0,0,0,0,0,0,30,0,0,39,0,0,4,0,0,0,0,0,33,0,0,0,27,0,6,55,0,0,33,10,0,128,0,0,2,34,0,0,0,30,4,18,0,33,0,0,2,0,8,0,0,0,0
